Date,Rater,Correct_Answer_3_Label,Correct_Answer_5_Label,Rater_Answer_3_Label,Rater_Answer_5_Label,Label_Agreement_3,Label_Agreement_5,TaskID
10/14/05,A,Low,Bad,High,Bad,no,yes,4182,
10/19/05,C,Low,Great,Low,Okay,yes,no,4183,
10/24/05,E,Average,Okay,High,Great,no,no,4184,
10/21/05,E,Low,Great,Low,Great,yes,yes,4185,
10/1/05,B,Average,Okay,Low,Great,no,no,4186,
10/11/05,A,High,Okay,High,Exceptional,yes,no,4187,
10/17/05,B,High,Okay,Average,Great,no,no,4188,
10/27/05,E,Average,Bad,Average,Great,yes,no,4189,
10/16/05,D,Average,Intermediate,Low,Okay,no,no,4190,
10/14/05,D,Low,Bad,High,Intermediate,no,no,4191,
10/21/05,B,High,Okay,High,Intermediate,yes,no,4192,
10/26/05,E,High,Intermediate,Low,Exceptional,no,no,4193,
10/7/05,A,Low,Great,Average,Bad,no,no,4194,
10/27/05,D,Low,Exceptional,Average,Intermediate,no,no,4195,
10/9/05,D,Average,Intermediate,High,Exceptional,no,no,4196,
10/22/05,D,High,Intermediate,Low,Bad,no,no,4197,
10/17/05,B,High,Bad,Average,Bad,no,yes,4198,
10/6/05,D,Average,Great,Low,Bad,no,no,4199,
10/21/05,E,High,Exceptional,Average,Exceptional,no,yes,4200,
10/5/05,B,High,Great,Average,Bad,no,no,4201,
10/11/05,E,High,Exceptional,Low,Exceptional,no,yes,4202,
10/21/05,D,Average,Bad,Average,Intermediate,yes,no,4203,
10/13/05,B,Average,Okay,Average,Bad,yes,no,4204,
10/4/05,A,Average,Exceptional,Low,Great,no,no,4205,
10/12/05,E,Average,Great,Low,Okay,no,no,4206,
10/6/05,B,Average,Exceptional,Average,Great,yes,no,4207,
10/29/05,C,Average,Great,Average,Intermediate,yes,no,4208,
10/22/05,B,Average,Bad,Average,Okay,yes,no,4209,
10/2/05,D,Low,Exceptional,High,Great,no,no,4210,
10/25/05,D,Average,Intermediate,Low,Exceptional,no,no,4211,
10/24/05,D,Average,Exceptional,Low,Okay,no,no,4212,
10/24/05,E,Average,Exceptional,High,Okay,no,no,4213,
10/20/05,E,Average,Bad,Average,Exceptional,yes,no,4214,
10/30/05,E,Average,Okay,Low,Great,no,no,4215,
10/12/05,C,Low,Bad,High,Great,no,no,4216,
10/17/05,E,Average,Exceptional,Low,Okay,no,no,4217,
10/26/05,D,High,Intermediate,High,Okay,yes,no,4218,
10/13/05,B,Low,Exceptional,Average,Great,no,no,4219,
10/7/05,B,Low,Bad,Average,Great,no,no,4220,
10/13/05,E,High,Exceptional,Average,Intermediate,no,no,4221,
10/5/05,B,Average,Okay,Low,Intermediate,no,no,4222,
10/8/05,A,Low,Great,Low,Intermediate,yes,no,4223,
10/2/05,D,High,Okay,Low,Okay,no,yes,4224,
10/25/05,E,High,Bad,Average,Bad,no,yes,4225,
10/23/05,A,High,Bad,High,Okay,yes,no,4226,
10/7/05,B,Average,Intermediate,Low,Okay,no,no,4227,
10/19/05,C,Low,Bad,High,Great,no,no,4228,
10/11/05,E,Low,Exceptional,High,Intermediate,no,no,4229,
10/12/05,A,Low,Intermediate,Average,Exceptional,no,no,4230,
10/18/05,B,Average,Great,Average,Okay,yes,no,4231,
10/9/05,D,Average,Okay,High,Okay,no,yes,4232,
10/26/05,B,Average,Bad,Average,Great,yes,no,4233,
10/17/05,B,Average,Intermediate,Average,Bad,yes,no,4234,
10/27/05,E,Average,Exceptional,Low,Intermediate,no,no,4235,
10/5/05,D,High,Intermediate,Average,Bad,no,no,4236,
10/3/05,A,High,Intermediate,Average,Exceptional,no,no,4237,
10/21/05,D,Average,Okay,Low,Intermediate,no,no,4238,
10/24/05,A,Average,Okay,Average,Great,yes,no,4239,
10/24/05,B,Average,Bad,Low,Exceptional,no,no,4240,
10/29/05,E,Average,Exceptional,Average,Okay,yes,no,4241,
10/30/05,A,Average,Great,Low,Bad,no,no,4242,
10/13/05,B,High,Bad,Average,Intermediate,no,no,4243,
10/25/05,E,High,Intermediate,High,Intermediate,yes,yes,4244,
10/3/05,E,Low,Exceptional,High,Okay,no,no,4245,
10/12/05,E,Low,Exceptional,Low,Okay,yes,no,4246,
10/19/05,D,Low,Intermediate,Average,Intermediate,no,yes,4247,
10/16/05,D,Average,Exceptional,High,Exceptional,no,yes,4248,
10/16/05,B,Average,Intermediate,Average,Intermediate,yes,yes,4249,
10/21/05,D,Average,Intermediate,Average,Exceptional,yes,no,4250,
10/21/05,D,Low,Exceptional,Average,Great,no,no,4251,
10/4/05,D,Low,Great,Average,Okay,no,no,4252,
10/10/05,D,Average,Bad,Low,Great,no,no,4253,
10/13/05,D,Average,Bad,Low,Bad,no,yes,4254,
10/21/05,A,High,Great,Low,Okay,no,no,4255,
10/10/05,E,Low,Exceptional,High,Great,no,no,4256,
10/30/05,C,Average,Bad,Average,Great,yes,no,4257,
10/21/05,D,High,Great,Average,Bad,no,no,4258,
10/15/05,A,Average,Great,Low,Great,no,yes,4259,
10/28/05,B,Average,Great,Low,Bad,no,no,4260,
10/28/05,C,Average,Intermediate,Low,Great,no,no,4261,
10/6/05,A,Low,Great,Low,Okay,yes,no,4262,
10/4/05,A,Average,Exceptional,Low,Intermediate,no,no,4263,
10/12/05,A,Low,Okay,Low,Intermediate,yes,no,4264,
10/2/05,A,Average,Exceptional,High,Exceptional,no,yes,4265,
10/27/05,C,High,Bad,Average,Intermediate,no,no,4266,
10/12/05,B,Average,Exceptional,Average,Bad,yes,no,4267,
10/10/05,D,High,Okay,Average,Okay,no,yes,4268,
10/5/05,A,High,Bad,High,Okay,yes,no,4269,
10/23/05,B,High,Great,High,Exceptional,yes,no,4270,
10/29/05,A,Average,Intermediate,High,Great,no,no,4271,
10/30/05,C,Low,Intermediate,Average,Bad,no,no,4272,
10/6/05,E,High,Great,Average,Great,no,yes,4273,
10/26/05,C,Low,Intermediate,Average,Okay,no,no,4274,
10/5/05,C,High,Bad,High,Great,yes,no,4275,
10/27/05,E,Low,Bad,Low,Great,yes,no,4276,
10/4/05,C,Low,Bad,High,Intermediate,no,no,4277,
10/2/05,B,Low,Okay,Low,Bad,yes,no,4278,
10/11/05,C,Low,Bad,Average,Okay,no,no,4279,
10/21/05,D,High,Exceptional,High,Great,yes,no,4280,
10/17/05,B,Low,Great,Low,Great,yes,yes,4281,
10/21/05,C,Low,Bad,High,Bad,no,yes,4282,
10/27/05,C,High,Bad,Low,Okay,no,no,4283,
10/29/05,E,Average,Okay,Average,Great,yes,no,4284,
10/11/05,E,Low,Great,Average,Exceptional,no,no,4285,
10/22/05,D,High,Great,Low,Bad,no,no,4286,
10/21/05,C,Low,Exceptional,Low,Bad,yes,no,4287,
10/12/05,D,Low,Okay,High,Bad,no,no,4288,
10/19/05,E,Average,Great,High,Bad,no,no,4289,
10/27/05,D,Average,Okay,High,Bad,no,no,4290,
10/28/05,C,High,Great,High,Bad,yes,no,4291,
10/2/05,E,High,Okay,High,Exceptional,yes,no,4292,
10/18/05,A,High,Bad,Average,Bad,no,yes,4293,
10/21/05,A,Low,Bad,High,Great,no,no,4294,
10/16/05,B,Low,Intermediate,High,Intermediate,no,yes,4295,
10/4/05,C,Low,Bad,High,Intermediate,no,no,4296,
10/17/05,B,Average,Okay,Average,Okay,yes,yes,4297,
10/5/05,D,Low,Intermediate,High,Okay,no,no,4298,
10/14/05,A,Average,Intermediate,High,Exceptional,no,no,4299,
10/19/05,B,High,Exceptional,High,Okay,yes,no,4300,
10/7/05,D,Low,Intermediate,Average,Exceptional,no,no,4301,
10/20/05,A,Low,Great,Average,Great,no,yes,4302,
10/21/05,D,High,Intermediate,High,Bad,yes,no,4303,
10/27/05,B,High,Exceptional,High,Exceptional,yes,yes,4304,
10/7/05,D,High,Great,Low,Exceptional,no,no,4305,
10/8/05,D,Average,Okay,High,Great,no,no,4306,
10/7/05,C,High,Intermediate,Low,Intermediate,no,yes,4307,
10/10/05,E,High,Great,Average,Okay,no,no,4308,
10/11/05,B,Average,Exceptional,Low,Exceptional,no,yes,4309,
10/10/05,A,Average,Okay,Low,Intermediate,no,no,4310,
10/11/05,A,Average,Exceptional,Average,Great,yes,no,4311,
10/21/05,C,Average,Intermediate,High,Great,no,no,4312,
10/4/05,B,High,Exceptional,Average,Bad,no,no,4313,
10/2/05,E,Average,Okay,High,Okay,no,yes,4314,
10/13/05,B,Average,Okay,Low,Great,no,no,4315,
10/17/05,B,Low,Great,Average,Great,no,yes,4316,
10/25/05,B,Low,Bad,Low,Okay,yes,no,4317,
10/8/05,B,Average,Exceptional,Average,Okay,yes,no,4318,
10/1/05,B,High,Exceptional,High,Okay,yes,no,4319,
10/13/05,A,High,Okay,Average,Okay,no,yes,4320,
10/18/05,E,Low,Intermediate,High,Intermediate,no,yes,4321,
10/23/05,E,High,Intermediate,High,Bad,yes,no,4322,
10/10/05,B,Average,Okay,High,Exceptional,no,no,4323,
10/5/05,D,Low,Intermediate,Low,Exceptional,yes,no,4324,
10/25/05,A,Average,Okay,Average,Great,yes,no,4325,
10/14/05,D,Average,Exceptional,High,Exceptional,no,yes,4326,
10/21/05,B,High,Intermediate,Low,Exceptional,no,no,4327,
10/9/05,C,Average,Bad,Average,Intermediate,yes,no,4328,
10/13/05,E,High,Okay,Low,Exceptional,no,no,4329,
10/7/05,D,Average,Intermediate,High,Bad,no,no,4330,
10/17/05,C,High,Intermediate,Average,Intermediate,no,yes,4331,
10/23/05,E,High,Great,High,Okay,yes,no,4332,
10/15/05,E,Low,Intermediate,Low,Okay,yes,no,4333,
10/4/05,A,Low,Intermediate,High,Okay,no,no,4334,
10/2/05,C,Average,Intermediate,High,Great,no,no,4335,
10/14/05,C,Average,Intermediate,Low,Bad,no,no,4336,
10/8/05,A,Low,Okay,Average,Okay,no,yes,4337,
10/9/05,C,Average,Okay,Low,Bad,no,no,4338,
10/25/05,A,High,Bad,Low,Exceptional,no,no,4339,
10/30/05,D,High,Intermediate,Average,Bad,no,no,4340,
10/30/05,B,High,Exceptional,Low,Exceptional,no,yes,4341,
10/14/05,B,High,Okay,Low,Intermediate,no,no,4342,
10/6/05,D,High,Bad,Average,Okay,no,no,4343,
10/6/05,A,High,Intermediate,High,Okay,yes,no,4344,
10/9/05,E,Low,Great,Low,Okay,yes,no,4345,
10/10/05,C,Average,Intermediate,Low,Okay,no,no,4346,
10/14/05,B,High,Exceptional,High,Bad,yes,no,4347,
10/5/05,B,Low,Exceptional,Average,Okay,no,no,4348,
10/6/05,B,Average,Intermediate,High,Exceptional,no,no,4349,
10/9/05,D,Low,Okay,Average,Bad,no,no,4350,
10/2/05,A,High,Bad,Low,Exceptional,no,no,4351,
10/2/05,C,Average,Okay,Low,Okay,no,yes,4352,
10/25/05,B,High,Exceptional,Average,Okay,no,no,4353,
10/21/05,D,Low,Exceptional,Average,Exceptional,no,yes,4354,
10/27/05,A,Average,Bad,Average,Bad,yes,yes,4355,
10/28/05,E,Low,Intermediate,Average,Great,no,no,4356,
10/10/05,B,Low,Great,High,Intermediate,no,no,4357,
10/3/05,E,High,Great,Average,Great,no,yes,4358,
10/19/05,B,Low,Exceptional,Low,Great,yes,no,4359,
10/1/05,A,High,Intermediate,Low,Great,no,no,4360,
10/22/05,B,High,Exceptional,Low,Bad,no,no,4361,
10/21/05,B,Average,Bad,Low,Exceptional,no,no,4362,
10/21/05,D,High,Great,Average,Exceptional,no,no,4363,
10/3/05,E,High,Okay,Average,Exceptional,no,no,4364,
10/2/05,B,Average,Great,High,Okay,no,no,4365,
10/16/05,A,Average,Exceptional,Low,Exceptional,no,yes,4366,
10/18/05,E,Low,Great,Low,Okay,yes,no,4367,
10/12/05,A,Average,Intermediate,Average,Exceptional,yes,no,4368,
10/21/05,E,Average,Okay,High,Okay,no,yes,4369,
10/5/05,C,Low,Exceptional,Average,Exceptional,no,yes,4370,
10/11/05,A,High,Great,Low,Okay,no,no,4371,
10/3/05,B,Average,Intermediate,High,Okay,no,no,4372,
10/6/05,D,High,Great,Low,Bad,no,no,4373,
10/29/05,C,Low,Exceptional,Average,Bad,no,no,4374,
10/21/05,A,High,Bad,Average,Great,no,no,4375,
10/20/05,E,Average,Exceptional,Average,Great,yes,no,4376,
10/14/05,B,High,Exceptional,Average,Intermediate,no,no,4377,
10/11/05,E,Low,Exceptional,High,Great,no,no,4378,
10/30/05,B,Average,Bad,High,Okay,no,no,4379,
10/18/05,D,High,Bad,Low,Okay,no,no,4380,
10/6/05,A,Low,Okay,Low,Okay,yes,yes,4381,
10/25/05,D,High,Exceptional,Average,Okay,no,no,4382,
10/5/05,D,Average,Okay,Average,Bad,yes,no,4383,
10/19/05,B,Average,Intermediate,Low,Exceptional,no,no,4384,
10/29/05,E,High,Bad,Average,Bad,no,yes,4385,
10/19/05,C,Average,Exceptional,Low,Bad,no,no,4386,
10/1/05,C,High,Bad,Average,Exceptional,no,no,4387,
10/2/05,E,High,Okay,High,Bad,yes,no,4388,
10/12/05,E,Average,Bad,Average,Intermediate,yes,no,4389,
10/5/05,C,Low,Great,High,Intermediate,no,no,4390,
10/30/05,D,Average,Intermediate,Average,Okay,yes,no,4391,
10/29/05,D,High,Great,Low,Okay,no,no,4392,
10/11/05,B,High,Bad,Average,Exceptional,no,no,4393,
10/25/05,E,Low,Okay,High,Great,no,no,4394,
10/20/05,A,Low,Bad,High,Okay,no,no,4395,
10/28/05,D,High,Great,Low,Okay,no,no,4396,
10/21/05,A,Low,Okay,Average,Intermediate,no,no,4397,
10/12/05,A,Average,Exceptional,High,Exceptional,no,yes,4398,
10/28/05,A,Low,Okay,Average,Exceptional,no,no,4399,
10/20/05,E,Low,Okay,Average,Great,no,no,4400,
10/9/05,D,Low,Great,Low,Exceptional,yes,no,4401,
10/1/05,C,Average,Bad,High,Great,no,no,4402,
10/14/05,E,Low,Great,Average,Intermediate,no,no,4403,
10/24/05,C,Low,Bad,Low,Intermediate,yes,no,4404,
10/28/05,E,Low,Great,Average,Okay,no,no,4405,
10/11/05,B,Average,Great,Average,Great,yes,yes,4406,
10/26/05,D,Average,Great,High,Exceptional,no,no,4407,
10/24/05,B,Low,Intermediate,Average,Okay,no,no,4408,
10/19/05,C,High,Great,Low,Exceptional,no,no,4409,
10/15/05,A,Average,Intermediate,Low,Okay,no,no,4410,
10/28/05,C,Low,Bad,Low,Exceptional,yes,no,4411,
10/25/05,E,Low,Exceptional,High,Exceptional,no,yes,4412,
10/2/05,E,Low,Exceptional,High,Okay,no,no,4413,
10/27/05,B,Average,Okay,Average,Bad,yes,no,4414,
10/14/05,C,Low,Great,Average,Okay,no,no,4415,
10/24/05,C,Average,Okay,Low,Bad,no,no,4416,
10/22/05,B,Low,Bad,Average,Intermediate,no,no,4417,
10/7/05,B,High,Okay,Low,Intermediate,no,no,4418,
10/7/05,B,Average,Exceptional,Low,Intermediate,no,no,4419,
10/15/05,A,High,Intermediate,High,Bad,yes,no,4420,
10/6/05,E,Low,Bad,Low,Okay,yes,no,4421,
10/19/05,B,High,Okay,Average,Exceptional,no,no,4422,
10/6/05,E,High,Great,Low,Okay,no,no,4423,
10/22/05,B,High,Okay,High,Exceptional,yes,no,4424,
10/26/05,D,Low,Great,Low,Exceptional,yes,no,4425,
10/20/05,B,High,Okay,Average,Okay,no,yes,4426,
10/5/05,E,Low,Bad,Average,Bad,no,yes,4427,
10/2/05,B,Average,Okay,Low,Bad,no,no,4428,
10/4/05,C,Average,Okay,Average,Bad,yes,no,4429,
10/22/05,D,Low,Great,High,Okay,no,no,4430,
10/10/05,E,Average,Exceptional,Average,Bad,yes,no,4431,
10/1/05,A,Low,Bad,Average,Great,no,no,4432,
10/3/05,A,Average,Bad,Low,Great,no,no,4433,
10/19/05,D,High,Great,Average,Intermediate,no,no,4434,
10/28/05,A,Low,Intermediate,High,Exceptional,no,no,4435,
10/10/05,D,Low,Intermediate,Low,Okay,yes,no,4436,
10/2/05,D,High,Intermediate,Average,Okay,no,no,4437,
10/27/05,A,Average,Great,Low,Intermediate,no,no,4438,
10/26/05,E,Average,Bad,Low,Great,no,no,4439,
10/8/05,D,Average,Intermediate,Low,Bad,no,no,4440,
10/29/05,B,Low,Great,Average,Great,no,yes,4441,
10/24/05,C,High,Exceptional,Average,Exceptional,no,yes,4442,
10/19/05,C,Low,Exceptional,Average,Exceptional,no,yes,4443,
10/5/05,D,High,Exceptional,Average,Okay,no,no,4444,
10/19/05,B,Average,Okay,Average,Intermediate,yes,no,4445,
10/28/05,C,Average,Intermediate,High,Exceptional,no,no,4446,
10/6/05,D,Average,Great,Average,Okay,yes,no,4447,
10/8/05,C,High,Great,Low,Great,no,yes,4448,
10/14/05,D,High,Bad,High,Intermediate,yes,no,4449,
10/24/05,D,Average,Bad,Average,Okay,yes,no,4450,
10/2/05,D,Low,Great,Low,Bad,yes,no,4451,
10/6/05,C,Average,Great,Average,Great,yes,yes,4452,
10/28/05,C,High,Bad,Average,Bad,no,yes,4453,
10/29/05,C,Average,Okay,Low,Exceptional,no,no,4454,
10/25/05,B,Low,Intermediate,High,Great,no,no,4455,
10/24/05,D,High,Exceptional,Average,Okay,no,no,4456,
10/22/05,D,Low,Exceptional,High,Exceptional,no,yes,4457,
10/23/05,A,High,Bad,High,Bad,yes,yes,4458,
10/30/05,E,Low,Intermediate,High,Intermediate,no,yes,4459,
10/2/05,E,Low,Bad,Average,Great,no,no,4460,
10/30/05,C,Average,Intermediate,Average,Exceptional,yes,no,4461,
10/26/05,B,High,Exceptional,Low,Exceptional,no,yes,4462,
10/6/05,B,High,Intermediate,Low,Okay,no,no,4463,
10/19/05,B,Low,Exceptional,High,Great,no,no,4464,
10/11/05,C,Average,Intermediate,Average,Bad,yes,no,4465,
10/17/05,B,High,Intermediate,Average,Great,no,no,4466,
10/30/05,C,Average,Intermediate,Low,Okay,no,no,4467,
10/23/05,C,High,Intermediate,High,Bad,yes,no,4468,
10/9/05,E,Low,Bad,Low,Bad,yes,yes,4469,
10/27/05,D,Low,Okay,Low,Intermediate,yes,no,4470,
10/28/05,B,Average,Exceptional,Low,Exceptional,no,yes,4471,
10/30/05,C,Average,Intermediate,Average,Intermediate,yes,yes,4472,
10/22/05,E,Average,Bad,High,Great,no,no,4473,
10/15/05,A,Average,Exceptional,Average,Exceptional,yes,yes,4474,
10/18/05,C,High,Okay,High,Great,yes,no,4475,
10/29/05,E,Low,Bad,Average,Okay,no,no,4476,
10/4/05,C,High,Great,Low,Great,no,yes,4477,
10/3/05,A,High,Intermediate,High,Exceptional,yes,no,4478,
10/21/05,B,Average,Exceptional,Average,Intermediate,yes,no,4479,
10/7/05,B,Low,Bad,Average,Bad,no,yes,4480,
10/14/05,E,Low,Exceptional,Average,Okay,no,no,4481,
10/3/05,D,Low,Okay,Average,Exceptional,no,no,4482,
10/1/05,E,Average,Okay,High,Exceptional,no,no,4483,
10/8/05,B,High,Great,High,Okay,yes,no,4484,
10/30/05,D,High,Great,Average,Bad,no,no,4485,
10/22/05,D,Average,Bad,High,Great,no,no,4486,
10/27/05,A,Low,Exceptional,High,Great,no,no,4487,
10/18/05,A,Low,Great,Average,Okay,no,no,4488,
10/28/05,D,High,Intermediate,Average,Okay,no,no,4489,
10/8/05,D,Low,Great,High,Bad,no,no,4490,
10/24/05,B,Low,Intermediate,Average,Great,no,no,4491,
10/5/05,A,Average,Exceptional,Average,Okay,yes,no,4492,
10/14/05,D,High,Okay,Average,Intermediate,no,no,4493,
10/28/05,C,Average,Bad,High,Exceptional,no,no,4494,
10/5/05,A,High,Intermediate,Average,Bad,no,no,4495,
10/2/05,E,Low,Exceptional,Low,Okay,yes,no,4496,
10/20/05,C,Average,Great,Low,Bad,no,no,4497,
10/1/05,D,Average,Intermediate,Low,Intermediate,no,yes,4498,
10/27/05,D,Average,Bad,Average,Intermediate,yes,no,4499,
10/1/05,E,Low,Exceptional,Average,Okay,no,no,4500,
10/16/05,C,High,Intermediate,Low,Exceptional,no,no,4501,
10/3/05,E,Low,Exceptional,Average,Okay,no,no,4502,
10/7/05,A,High,Bad,High,Bad,yes,yes,4503,
10/22/05,E,Low,Okay,Low,Exceptional,yes,no,4504,
10/14/05,E,Average,Intermediate,Low,Bad,no,no,4505,
10/12/05,D,High,Intermediate,Low,Intermediate,no,yes,4506,
10/22/05,A,High,Intermediate,High,Okay,yes,no,4507,
10/19/05,D,High,Intermediate,Average,Bad,no,no,4508,
10/22/05,D,Low,Okay,Low,Bad,yes,no,4509,
10/10/05,D,High,Exceptional,Average,Great,no,no,4510,
10/25/05,C,Low,Okay,Average,Okay,no,yes,4511,
10/10/05,A,Low,Great,Average,Intermediate,no,no,4512,
10/2/05,C,Low,Bad,Average,Bad,no,yes,4513,
10/29/05,A,Low,Bad,Low,Okay,yes,no,4514,
10/8/05,B,Average,Exceptional,High,Bad,no,no,4515,
10/5/05,A,High,Exceptional,High,Great,yes,no,4516,
10/26/05,E,Average,Great,Average,Intermediate,yes,no,4517,
10/20/05,C,Average,Bad,Low,Exceptional,no,no,4518,
10/16/05,D,Low,Bad,Low,Okay,yes,no,4519,
10/23/05,C,High,Exceptional,High,Intermediate,yes,no,4520,
10/23/05,A,Low,Okay,Average,Great,no,no,4521,
10/1/05,E,High,Okay,High,Bad,yes,no,4522,
10/30/05,C,High,Bad,High,Bad,yes,yes,4523,
10/30/05,A,Low,Intermediate,High,Bad,no,no,4524,
10/9/05,D,Low,Intermediate,Low,Intermediate,yes,yes,4525,
10/26/05,C,Low,Exceptional,Average,Exceptional,no,yes,4526,
10/28/05,C,High,Intermediate,Low,Okay,no,no,4527,
10/6/05,B,Low,Intermediate,Low,Okay,yes,no,4528,
10/22/05,E,High,Intermediate,High,Bad,yes,no,4529,
10/30/05,D,High,Exceptional,Average,Exceptional,no,yes,4530,
10/24/05,C,High,Bad,Low,Exceptional,no,no,4531,
10/28/05,D,High,Great,High,Exceptional,yes,no,4532,
10/27/05,D,Average,Intermediate,High,Okay,no,no,4533,
10/13/05,D,Average,Bad,Average,Intermediate,yes,no,4534,
10/27/05,C,Low,Exceptional,Average,Intermediate,no,no,4535,
10/19/05,A,Average,Exceptional,Low,Okay,no,no,4536,
10/2/05,C,Low,Intermediate,Average,Great,no,no,4537,
10/13/05,B,Low,Okay,Average,Intermediate,no,no,4538,
10/20/05,C,High,Intermediate,Average,Okay,no,no,4539,
10/11/05,D,High,Intermediate,High,Okay,yes,no,4540,
10/3/05,D,Average,Intermediate,Average,Okay,yes,no,4541,
10/4/05,B,High,Bad,Low,Okay,no,no,4542,
10/8/05,B,High,Bad,Low,Bad,no,yes,4543,
10/21/05,C,Low,Okay,High,Okay,no,yes,4544,
10/20/05,E,Average,Intermediate,Average,Great,yes,no,4545,
10/13/05,B,High,Great,Low,Exceptional,no,no,4546,
10/1/05,E,Low,Bad,High,Bad,no,yes,4547,
10/27/05,D,Low,Exceptional,Average,Bad,no,no,4548,
10/26/05,E,Low,Great,Average,Okay,no,no,4549,
10/28/05,B,Low,Great,High,Exceptional,no,no,4550,
10/4/05,A,Average,Bad,Average,Bad,yes,yes,4551,
10/3/05,E,Average,Bad,High,Intermediate,no,no,4552,
10/4/05,E,Average,Great,Low,Intermediate,no,no,4553,
10/18/05,D,Average,Exceptional,Low,Okay,no,no,4554,
10/20/05,A,High,Okay,High,Exceptional,yes,no,4555,
10/17/05,A,Average,Exceptional,High,Exceptional,no,yes,4556,
10/19/05,B,Low,Intermediate,High,Okay,no,no,4557,
10/1/05,E,Average,Intermediate,Average,Great,yes,no,4558,
10/28/05,B,High,Okay,Average,Intermediate,no,no,4559,
10/22/05,B,High,Okay,High,Intermediate,yes,no,4560,
10/1/05,D,High,Great,Low,Bad,no,no,4561,
10/13/05,C,Low,Exceptional,Average,Exceptional,no,yes,4562,
10/11/05,C,Low,Exceptional,Low,Bad,yes,no,4563,
10/13/05,B,Low,Intermediate,Average,Exceptional,no,no,4564,
10/10/05,A,Average,Okay,Low,Okay,no,yes,4565,
10/9/05,D,Low,Great,Average,Bad,no,no,4566,
10/5/05,D,Low,Great,Low,Great,yes,yes,4567,
10/27/05,A,Average,Intermediate,Low,Intermediate,no,yes,4568,
10/1/05,A,Low,Bad,Average,Okay,no,no,4569,
10/13/05,C,High,Bad,Average,Okay,no,no,4570,
10/18/05,D,Average,Bad,Low,Intermediate,no,no,4571,
10/15/05,A,Low,Okay,Low,Great,yes,no,4572,
10/30/05,A,Low,Intermediate,High,Intermediate,no,yes,4573,
10/19/05,B,Low,Okay,Low,Okay,yes,yes,4574,
10/19/05,E,High,Bad,Average,Bad,no,yes,4575,
10/22/05,D,High,Okay,High,Great,yes,no,4576,
10/15/05,B,High,Exceptional,Average,Great,no,no,4577,
10/11/05,C,High,Okay,High,Exceptional,yes,no,4578,
10/12/05,D,High,Intermediate,High,Okay,yes,no,4579,
10/26/05,D,Average,Bad,Low,Bad,no,yes,4580,
10/1/05,D,High,Bad,High,Okay,yes,no,4581,
10/30/05,E,High,Great,Low,Exceptional,no,no,4582,
10/5/05,A,Average,Exceptional,Low,Bad,no,no,4583,
10/12/05,B,High,Great,Low,Great,no,yes,4584,
10/9/05,C,Average,Exceptional,Average,Bad,yes,no,4585,
10/8/05,B,Average,Bad,High,Intermediate,no,no,4586,
10/25/05,A,High,Exceptional,Average,Intermediate,no,no,4587,
10/4/05,E,Low,Bad,High,Exceptional,no,no,4588,
10/29/05,E,Low,Bad,High,Intermediate,no,no,4589,
10/18/05,B,Low,Intermediate,Average,Okay,no,no,4590,
10/17/05,A,Low,Exceptional,High,Great,no,no,4591,
10/19/05,C,High,Okay,High,Exceptional,yes,no,4592,
10/20/05,A,Average,Intermediate,Low,Bad,no,no,4593,
10/16/05,E,Low,Intermediate,High,Bad,no,no,4594,
10/23/05,A,Low,Exceptional,High,Okay,no,no,4595,
10/5/05,C,Average,Intermediate,High,Great,no,no,4596,
10/1/05,B,High,Exceptional,High,Exceptional,yes,yes,4597,
10/22/05,A,High,Intermediate,Low,Exceptional,no,no,4598,
10/18/05,A,Average,Bad,Low,Intermediate,no,no,4599,
10/14/05,C,Average,Okay,Low,Exceptional,no,no,4600,
10/8/05,B,Low,Exceptional,High,Intermediate,no,no,4601,
10/3/05,C,Low,Intermediate,Low,Great,yes,no,4602,
10/10/05,C,Average,Okay,Low,Great,no,no,4603,
10/18/05,C,Low,Intermediate,Average,Great,no,no,4604,
10/8/05,D,High,Exceptional,Average,Exceptional,no,yes,4605,
10/18/05,A,High,Bad,Low,Exceptional,no,no,4606,
10/24/05,D,Low,Intermediate,Average,Exceptional,no,no,4607,
10/12/05,B,High,Great,Average,Exceptional,no,no,4608,
10/26/05,B,Average,Bad,High,Bad,no,yes,4609,
10/14/05,A,Average,Intermediate,Average,Exceptional,yes,no,4610,
10/1/05,A,Average,Exceptional,Low,Great,no,no,4611,
10/20/05,A,Average,Intermediate,High,Okay,no,no,4612,
10/14/05,E,Low,Okay,High,Exceptional,no,no,4613,
10/10/05,A,High,Exceptional,Low,Bad,no,no,4614,
10/21/05,B,Average,Exceptional,High,Exceptional,no,yes,4615,
10/11/05,B,Low,Okay,Average,Bad,no,no,4616,
10/7/05,A,Average,Okay,Average,Okay,yes,yes,4617,
10/4/05,C,Low,Bad,High,Exceptional,no,no,4618,
10/21/05,E,Low,Okay,Low,Great,yes,no,4619,
10/14/05,A,High,Okay,High,Exceptional,yes,no,4620,
10/18/05,E,Average,Great,Low,Bad,no,no,4621,
10/24/05,A,Average,Okay,High,Okay,no,yes,4622,
10/23/05,C,High,Exceptional,Low,Okay,no,no,4623,
10/17/05,C,Average,Intermediate,High,Okay,no,no,4624,
10/22/05,B,High,Bad,High,Okay,yes,no,4625,
10/27/05,E,High,Intermediate,Low,Intermediate,no,yes,4626,
10/26/05,E,Low,Great,High,Great,no,yes,4627,
